task,side,instr,lang,measure,model,value
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,Qwen1.5-72B,6.30E-06
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,LLaMa2-7B,1.48E-05
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,LLaMa2-13B,1.65E-05
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,LLaMa2-70B,3.41E-05
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,DeVops-7B,5.72E-06
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,DeVops-14B,3.43E-05
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,InternLM2-7B,2.20E-05
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,InternLM2-20B,2.65E-08
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,AquilaChat-7B,3.43E-05
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,GPT-3.5,8.03E-05
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,GPT-4,5.59E-05
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,Gemini Pro,2.76E-06
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,Mistral-7B,1.72E-05
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,BaiChuan2-13B,9.44E-08
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,GhatGLM4,1.93E-05
Log Fault Diagnosis,SC Q&A,zero-shot,Chinese,F1-score Variance,Claude3 Sonnet,4.11E-08
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,Qwen1.5-7B,9.50E-06
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,Qwen1.5-14B,8.80E-06
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,Qwen1.5-72B,6.70E-06
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,LLaMa2-7B,5.06E-06
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,LLaMa2-13B,1.79E-05
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,LLaMa2-70B,1.44E-05
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,DeVops-7B,9.51E-07
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,DeVops-14B,1.23E-05
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,InternLM2-7B,5.15E-07
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,InternLM2-20B,1.78E-08
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,AquilaChat-7B,3.58E-05
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,GPT-3.5,3.86E-05
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,GPT-4,2.86E-06
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,Gemini Pro,8.89E-05
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,Mistral-7B,2.14E-06
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,BaiChuan2-13B,3.64E-10
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,GhatGLM4,1.53E-05
Log Fault Diagnosis,SC Q&A,zero-shot,English,F1-score Variance,Claude3 Sonnet,1.55E-07
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,Qwen1.5-7B,6.30E-06
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,Qwen1.5-14B,9.30E-06
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,Qwen1.5-72B,1.27E-05
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,LLaMa2-7B,1.31E-05
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,LLaMa2-13B,2.14E-05
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,LLaMa2-70B,4.39E-05
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,DeVops-7B,2.02E-04
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,DeVops-14B,3.35E-06
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,InternLM2-7B,3.78E-04
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,InternLM2-20B,4.53E-04
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,AquilaChat-7B,5.13E-05
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,GPT-3.5,6.22E-04
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,GPT-4,4.88E-06
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,Gemini Pro,3.38E-06
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,Mistral-7B,6.56E-04
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,BaiChuan2-13B,2.78E-10
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,GhatGLM4,8.90E-06
Log Fault Diagnosis,SC Q&A,few-shot,Chinese,F1-score Variance,Claude3 Sonnet,1.30E-06
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,Qwen1.5-7B,4.53E-05
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,Qwen1.5-14B,1.06E-04
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,Qwen1.5-72B,5.70E-06
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,LLaMa2-7B,1.87E-05
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,LLaMa2-13B,1.96E-05
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,LLaMa2-70B,2.65E-05
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,DeVops-7B,2.80E-05
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,DeVops-14B,8.93E-06
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,InternLM2-7B,8.32E-05
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,InternLM2-20B,5.59E-06
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,AquilaChat-7B,4.51E-05
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,GPT-3.5,4.11E-04
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,GPT-4,3.60E-07
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,Gemini Pro,9.83E-05
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,Mistral-7B,3.42E-04
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,BaiChuan2-13B,0.00E+00
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,GhatGLM4,7.31E-06
Log Fault Diagnosis,SC Q&A,few-shot,English,F1-score Variance,Claude3 Sonnet,9.14E-07
